sample.id,year,latitude,longitude,n.obs,ndvi.gs.avg,ndvi.gs.med,ndvi.gs.q90,ndvi.max,ndvi.max.lwr,ndvi.max.upr,ndvi.max.doy
pixel_2 _REF_bolt,2015,78.1455199,15.9855459,72,0.478329325128051,0.481072991409332,0.511859968585342,0.528085667864924,0.436898206750803,0.565031658887675,205
pixel_2 _REF_bolt,2016,78.1455199,15.9855459,119,0.482043757845931,0.492438375959429,0.51994835260841,0.525288077669285,0.477918123998076,0.585729330761968,205
pixel_2 _REF_bolt,2017,78.1455199,15.9855459,60,0.477934892106489,0.485623468520322,0.506876721838019,0.543845691087258,0.463683314735407,0.57401838590212,205
pixel_2 _REF_bolt,2018,78.1455199,15.9855459,90,0.504680140313359,0.501817609229437,0.570218345369701,0.570218345369701,0.472659019666121,0.643814014427842,206
pixel_2 _REF_bolt,2019,78.1455199,15.9855459,56,0.519586324415339,0.520243496028361,0.552883264938314,0.552883264938314,0.497799931978531,0.560627009080435,206
pixel_2 _REF_bolt,2020,78.1455199,15.9855459,70,0.486670741530632,0.503442482686756,0.540964026801964,0.540964026801964,0.427255189732476,0.583104368382312,206
pixel_2 _REF_bolt,2021,78.1455199,15.9855459,60,0.48644599528513,0.481164021305084,0.541087936030863,0.541087936030863,0.472665418385683,0.567988291426648,207
pixel_2 _REF_col,2005,78.0936407,15.2257795,2,0.678180103964937,0.678180103964937,0.678180103964937,0.680436200424679,0.679449597290097,0.681422803559261,206
pixel_2 _REF_col,2006,78.0936407,15.2257795,15,0.557316634574549,0.555667582598832,0.572248552680332,0.57336573838774,0.534697638438881,0.604426557704066,206
pixel_2 _REF_col,2008,78.0936407,15.2257795,5,0.502239276034835,0.502239276034835,0.502239276034835,0.509661044964215,0.505657454756627,0.511476978872747,206
pixel_2 _REF_col,2010,78.0936407,15.2257795,7,0.45005296007947,0.45005296007947,0.45005296007947,0.576147334408456,0.534453272235258,0.59043224849899,206
pixel_2 _REF_col,2011,78.0936407,15.2257795,39,0.657845130554342,0.637133222553599,0.707037884105885,0.707037884105885,0.64626863814973,0.70770095090199,207
pixel_2 _REF_col,2014,78.0936407,15.2257795,142,0.610457497262461,0.651844439045167,0.676203391209905,0.676203391209905,0.562525363407993,0.713657631814449,207
pixel_2 _REF_col,2015,78.0936407,15.2257795,50,0.630731866305607,0.603278790352883,0.738482261370954,0.738482261370954,0.543864869174161,0.773053489086215,207
pixel_2 _REF_col,2016,78.0936407,15.2257795,65,0.681873308707062,0.702131759734367,0.71343824773624,0.71343824773624,0.697675577510102,0.732457931381494,207
pixel_2 _REF_col,2017,78.0936407,15.2257795,59,0.593754300231728,0.538303997422734,0.713558670605818,0.713558670605818,0.539447087727158,0.75245844453002,207
pixel_2 _REF_col,2018,78.0936407,15.2257795,90,0.583663822572214,0.588906797024833,0.648942661941486,0.648942661941486,0.577163688186798,0.755942366339984,207
pixel_2 _REF_col,2019,78.0936407,15.2257795,72,0.631210517574009,0.679536563143038,0.709987570419152,0.709987570419152,0.540779960646789,0.772065770321457,207
pixel_2 _REF_col,2020,78.0936407,15.2257795,59,0.600484601631813,0.562220593178158,0.706752810947989,0.706752810947989,0.637654303517312,0.74132373699372,207
pixel_2 _REF_col,2021,78.0936407,15.2257795,78,0.63319545861439,0.665660762054686,0.709420443474748,0.709420443474748,0.629048073689303,0.758251604352354,207
pixel_2 _REF_gron,2005,78.0038524,14.5478888,2,0.55342913995136,0.55342913995136,0.55342913995136,0.610768037967755,0.598733489296231,0.622802586639278,246
pixel_2 _REF_gron,2006,78.0038524,14.5478888,6,0.499068117373657,0.499068117373657,0.524212982196988,0.539605080662147,0.490758256363537,0.61058099320646,250
pixel_2 _REF_gron,2008,78.0038524,14.5478888,5,0.452616748850122,0.452616748850122,0.452616748850122,0.488864190795595,0.47005521091646,0.500640505116451,223
pixel_2 _REF_gron,2011,78.0038524,14.5478888,26,0.523751478671921,0.523751478671921,0.568495306227404,0.568495306227404,0.488978638294022,0.631751758351247,201
pixel_2 _REF_gron,2012,78.0038524,14.5478888,13,0.537901433279681,0.537901433279681,0.537901433279681,0.540750124815457,0.538412972818877,0.656350416944617,201
pixel_2 _REF_gron,2013,78.0038524,14.5478888,39,0.560369299432197,0.558194483843686,0.606672924592,0.61660887944234,0.458257950509237,0.629066004631891,201
pixel_2 _REF_gron,2014,78.0038524,14.5478888,100,0.508973735928707,0.517038830615072,0.600713847378748,0.600713847378748,0.423950324937157,0.649376190231768,200
pixel_2 _REF_gron,2015,78.0038524,14.5478888,46,0.538345087787724,0.511596886579387,0.601045299786913,0.601045299786913,0.489597414762162,0.634987772694801,196
pixel_2 _REF_gron,2016,78.0038524,14.5478888,54,0.539406012553945,0.548498975585343,0.5637604247096,0.5637604247096,0.528810429287227,0.596835352255167,192
pixel_2 _REF_gron,2017,78.0038524,14.5478888,90,0.532159413954859,0.52417645573966,0.60841653250882,0.60841653250882,0.502625033059962,0.641680250996567,186
pixel_2 _REF_gron,2018,78.0038524,14.5478888,62,0.561302414499137,0.567447034760688,0.659661596650667,0.659661596650667,0.478243980898231,0.702925827318956,187
pixel_2 _REF_gron,2019,78.0038524,14.5478888,88,0.542334579218284,0.535614693570442,0.601802075384743,0.601802075384743,0.535818166349316,0.664576612158447,187
pixel_2 _REF_gron,2020,78.0038524,14.5478888,63,0.499397786865315,0.501184020640062,0.535506994836317,0.537415238961327,0.505403072662332,0.582380753208773,187
pixel_2 _REF_gron,2021,78.0038524,14.5478888,60,0.504938037259599,0.508154937824618,0.552986327945809,0.552986327945809,0.438902057776022,0.601802937188932,187
pixel_2 _REF_lein,1985,78.8773147,11.6261076,6,0.242871401358876,0.242871401358876,0.242871401358876,0.251193907169612,0.245163193844756,0.255219363039768,218
pixel_2 _REF_lein,1986,78.8773147,11.6261076,12,0.171099892129641,0.171099892129641,0.188029678380435,0.200223246483394,0.171801519245813,0.228644973720975,218
pixel_2 _REF_lein,1987,78.8773147,11.6261076,12,0.229716581646169,0.229716581646169,0.232182857049325,0.254045978351,0.242029353651069,0.266457451574767,218
pixel_2 _REF_lein,1988,78.8773147,11.6261076,6,0.235615003249246,0.235615003249246,0.235615003249246,0.241214661758318,0.23871429807235,0.245126978747748,218
pixel_2 _REF_lein,1989,78.8773147,11.6261076,18,0.255047277022004,0.256755164331597,0.26773719948775,0.26773719948775,0.241033667306108,0.272945864338344,218
pixel_2 _REF_lein,1991,78.8773147,11.6261076,12,0.209451871566911,0.209451871566911,0.213921995086731,0.219774158623755,0.210735641710614,0.228812675536897,218
pixel_2 _REF_lein,1992,78.8773147,11.6261076,30,0.186063124029616,0.1810132167094,0.212870310125875,0.212870310125875,0.174910585171733,0.223172410671619,218
pixel_2 _REF_lein,1993,78.8773147,11.6261076,6,0.23129634954584,0.23129634954584,0.23129634954584,0.245725575046972,0.24002349571902,0.25245179519845,218
pixel_2 _REF_lein,1994,78.8773147,11.6261076,6,0.228702388755388,0.228702388755388,0.228702388755388,0.23604193333992,0.230635441309677,0.239683434977643,218
pixel_2 _REF_lein,1995,78.8773147,11.6261076,12,0.254409797065801,0.254409797065801,0.268045553703783,0.268045553703783,0.251964081686471,0.273269539003699,218
pixel_2 _REF_lein,2006,78.8773147,11.6261076,3,0.268048402086771,0.234593960255533,0.320674552303502,0.320674552303502,0.264072758329773,0.371029969600902,241
pixel_2 _REF_lein,2007,78.8773147,11.6261076,2,0.252103100624206,0.252103100624206,0.252103100624206,0.308048854933362,0.283964795717407,0.332132914149317,248
pixel_2 _REF_lein,2010,78.8773147,11.6261076,5,0.218468130690948,0.218468130690948,0.218468130690948,0.299051628588729,0.255738123734419,0.308288302674242,252
pixel_2 _REF_lein,2011,78.8773147,11.6261076,30,0.239461631815789,0.244103784997435,0.259556867461099,0.278038096063032,0.242816581134376,0.349884693342409,253
pixel_2 _REF_lein,2013,78.8773147,11.6261076,13,0.310964397442881,0.310964397442881,0.310964397442881,0.335361483824057,0.310964397442881,0.405745350385724,253
pixel_2 _REF_lein,2014,78.8773147,11.6261076,111,0.273411289099075,0.28504931958615,0.302408066206168,0.316052509172956,0.237098375526958,0.401611670796497,253
pixel_2 _REF_lein,2015,78.8773147,11.6261076,104,0.305302373509343,0.284441287725367,0.378467419010933,0.378467419010933,0.273431100966938,0.487869350621342,254
pixel_2 _REF_lein,2016,78.8773147,11.6261076,98,0.293118878256179,0.301718585511841,0.321516744306107,0.328182559990367,0.301623989056025,0.389216435015218,255
pixel_2 _REF_lein,2017,78.8773147,11.6261076,82,0.288396363779466,0.296244716120649,0.302525106397031,0.306807856040446,0.283712223927958,0.388543827694639,254
pixel_2 _REF_lein,2018,78.8773147,11.6261076,115,0.289832716160629,0.301056458233523,0.319834826458524,0.327976367984385,0.243397876791606,0.446035432346374,254
pixel_2 _REF_lein,2019,78.8773147,11.6261076,80,0.286746975606366,0.298941698141908,0.307249074822731,0.316701644350774,0.276049686814954,0.391933342880672,254
pixel_2 _REF_lein,2020,78.8773147,11.6261076,78,0.284087870909326,0.29849760258089,0.307804370825553,0.317463609714548,0.283824307946006,0.383115431925228,254
pixel_2 _REF_lein,2021,78.8773147,11.6261076,42,0.284713793039828,0.29341992092328,0.305397276947321,0.306129361526342,0.293777336155122,0.329419362359749,254
pixel_2 _REF_odin,2011,78.6528165,16.1396334,9,0.330995678055941,0.330995678055941,0.330995678055941,0.407820233056094,0.393790460144235,0.430948730339807,252
pixel_2 _REF_odin,2013,78.6528165,16.1396334,34,0.324039453935788,0.299491407744956,0.379011828063901,0.380649031805048,0.343257165050499,0.417571436675885,252
pixel_2 _REF_odin,2014,78.6528165,16.1396334,68,0.335692317048016,0.336327088303933,0.370652947407933,0.399116454378558,0.352518886643993,0.51543950136337,252
pixel_2 _REF_odin,2015,78.6528165,16.1396334,71,0.404221734039175,0.421086146493881,0.48562000637783,0.489991633262888,0.379261819753538,0.531245253791076,252
pixel_2 _REF_odin,2016,78.6528165,16.1396334,31,0.393929150009566,0.37946635691658,0.430423540963488,0.476726413987356,0.432614621716547,0.5350271690133,252
pixel_2 _REF_odin,2017,78.6528165,16.1396334,30,0.399737584182439,0.401671123831662,0.414921527377393,0.444814344996627,0.40880194716135,0.504575684214933,252
pixel_2 _REF_odin,2018,78.6528165,16.1396334,46,0.329128410133464,0.330348137238141,0.395059390820524,0.404898935722769,0.313452886325778,0.455737613757339,253
pixel_2 _REF_odin,2019,78.6528165,16.1396334,114,0.304193341416394,0.299570047040968,0.369890923500364,0.377645981663957,0.336646569457236,0.485543802207524,253
pixel_2 _REF_odin,2020,78.6528165,16.1396334,37,0.311439077178514,0.319493522753656,0.375516983376083,0.375516983376083,0.330695533515145,0.47572250753373,253
pixel_2 _REF_odin,2021,78.6528165,16.1396334,58,0.298904165080163,0.304402709285641,0.368474684798099,0.368474684798099,0.313626460463312,0.386394276985625,253
pixel_2 _REF_rein,2005,78.0517116,16.5258267,2,0.577685512774269,0.577685512774269,0.577685512774269,0.592261106407441,0.577685512774269,0.606836700040613,191
pixel_2 _REF_rein,2006,78.0517116,16.5258267,6,0.532704269713724,0.532704269713724,0.535560780555015,0.545749568238359,0.532972152583275,0.572792609555255,191
pixel_2 _REF_rein,2010,78.0517116,16.5258267,21,0.410332717572093,0.39477486624751,0.449620373950167,0.470062432742826,0.398820185023339,0.523937029096827,182
pixel_2 _REF_rein,2011,78.0517116,16.5258267,24,0.514640631935652,0.493008562906898,0.540205804424179,0.555272114591484,0.494898397139274,0.65419107065219,177
pixel_2 _REF_rein,2013,78.0517116,16.5258267,39,0.534845409642372,0.530388603220096,0.545114843150321,0.566162938833026,0.532469311485223,0.606108163405314,178
pixel_2 _REF_rein,2014,78.0517116,16.5258267,125,0.528365029920178,0.499374368220846,0.587337143204758,0.587337143204758,0.47863197205127,0.699795020381001,177
pixel_2 _REF_rein,2015,78.0517116,16.5258267,36,0.475170957384461,0.480445077439807,0.504486679713066,0.504647135287231,0.440832252257161,0.567640817520067,176
pixel_2 _REF_rein,2016,78.0517116,16.5258267,121,0.508836683443548,0.506380950523791,0.528278873880713,0.550012039376592,0.484778054491771,0.636901968971787,176
pixel_2 _REF_rein,2017,78.0517116,16.5258267,30,0.501582532308572,0.493129933595105,0.526804441107126,0.56948950236859,0.50129965241339,0.626998038010695,174
pixel_2 _REF_rein,2018,78.0517116,16.5258267,125,0.573806634488557,0.585984840365477,0.622141508978398,0.622141508978398,0.511541197323667,0.693922621652614,172
pixel_2 _REF_rein,2019,78.0517116,16.5258267,96,0.49148517291653,0.494108683940646,0.57722897371295,0.57722897371295,0.437443873733482,0.647916681624911,172
pixel_2 _REF_rein,2020,78.0517116,16.5258267,99,0.509174335050494,0.499991441943874,0.545659542540609,0.552741756711964,0.424360533261312,0.643183655949592,172
